id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
3427,1081,Mastercard,Credit,5741278205602111,01/2024,414,YES,1,$10400,06/2009,2010,No
3892,1081,Mastercard,Debit,5307705411215347,07/2022,574,YES,1,$27377,07/2009,2016,No
5568,1385,Mastercard,Credit,5050755589048179,10/2024,657,YES,1,$20900,11/2009,2010,No
3807,1385,Mastercard,Debit,5045568837955027,04/2024,43,YES,2,$39632,07/2007,2013,No
4955,1385,Mastercard,Debit (Prepaid),5570718950254395,01/2020,437,YES,2,$44,10/2001,2013,No
4344,1385,Visa,Debit,4690085698241971,01/2021,125,YES,1,$48489,08/2010,2014,No
4190,1385,Visa,Debit,4338834700731550,01/2008,529,YES,2,$32725,08/2006,2013,No
1256,1385,Visa,Debit,4083090955300562,12/2022,259,YES,2,$36940,02/2010,2010,No
405,1125,Amex,Credit,394025181428995,09/2020,465,YES,1,$23100,01/2020,2020,No
616,1125,Mastercard,Debit,5534546903363095,12/2022,833,YES,1,$41040,01/2020,2020,No
4881,1125,Amex,Credit,331368783471362,12/2021,673,YES,2,$13200,09/2015,2015,No
3601,1125,Visa,Debit,4218957266147893,05/2021,909,YES,2,$29200,06/2015,2015,No
617,1952,Mastercard,Debit,5134582028672733,10/2022,955,YES,3,$13831,01/2020,2020,No
1647,1870,Mastercard,Credit,5936696982149215,03/2024,2,NO,1,$18900,02/2020,2020,No
1914,1870,Visa,Debit,4680529603481904,02/2020,619,YES,1,$39850,02/2020,2020,No
5984,1345,Visa,Credit,4237922362360030,09/2020,228,YES,1,$13900,12/2009,2011,No
2497,1345,Visa,Debit,4238638738530462,12/2020,310,YES,2,$17470,04/2005,2008,No
2187,1345,Mastercard,Debit,5401027644157329,09/2021,636,YES,1,$2267,03/2008,2014,No
2234,1345,Visa,Debit,4957976241533689,04/2014,976,YES,2,$4031,03/2009,2014,No
4208,1345,Mastercard,Debit,5918431905940133,11/2023,600,YES,2,$21833,08/2007,2011,No
287,1345,Visa,Debit,4988009818611006,05/2021,45,YES,2,$16857,01/2011,2017,No
5633,1345,Visa,Debit,4559661567211049,05/2023,584,NO,1,$2518,11/2010,2010,No
3775,1345,Mastercard,Debit,5137677910118616,03/2020,394,YES,2,$12863,07/2006,2010,No
3060,1695,Mastercard,Credit,5064256706957228,07/2022,302,YES,2,$12700,05/2010,2015,No
114,1695,Visa,Debit,4038689742921264,12/2021,770,YES,3,$2851,01/2006,2007,No
48,1695,Amex,Credit,334769960118945,06/2020,735,YES,2,$4100,01/2004,2004,No
274,1695,Mastercard,Debit,5322366368652292,01/2016,702,YES,2,$20838,01/2011,2011,No
1648,1906,Mastercard,Debit,5092224613044033,10/2020,419,YES,2,$2721,02/2020,2020,No
2834,1985,Visa,Credit,4000146965265890,07/2023,14,YES,1,$400,05/2002,2018,No
4781,1985,Mastercard,Debit,5733036423097085,03/2020,72,YES,2,$416,09/2010,2010,No
4085,1985,Mastercard,Debit,5461658879915684,12/2024,595,YES,2,$625,08/1996,2014,No
1095,1604,Visa,Debit,4636387668938198,09/2022,597,YES,2,$20858,02/2006,2011,No
5653,1604,Mastercard,Credit,5196692562051331,11/2011,626,YES,2,$11200,11/2011,2013,No
2950,1604,Visa,Credit,4831831757232994,02/2023,528,YES,2,$8800,05/2007,2009,No
2207,1604,Visa,Debit,4916961241194205,12/2024,919,YES,1,$10360,03/2008,2009,No
6077,1604,Visa,Debit,4135358669694440,07/2013,903,YES,1,$11578,12/2012,2012,No
2188,1604,Mastercard,Debit,5187136842441558,07/2020,264,YES,2,$13016,03/2008,2008,No
3185,1604,Visa,Debit,4756917754933725,07/2021,915,YES,1,$13754,05/2016,2016,No
1649,1933,Mastercard,Debit (Prepaid),5373505226427671,12/2021,114,YES,1,$91,02/2020,2020,No
1915,1933,Visa,Debit,4146946026841288,02/2020,69,YES,2,$2094,02/2020,2020,No
2766,649,Visa,Debit,4094691617950058,07/2020,376,YES,1,$14558,04/2016,2016,No
1376,649,Visa,Debit,4974987012125947,03/2023,50,YES,2,$46342,02/2017,2017,No
3737,649,Mastercard,Credit,5880421569309045,12/2023,504,YES,1,$17400,07/2005,2016,No
1223,649,Mastercard,Debit,5155724078477847,06/2024,606,YES,2,$11401,02/2010,2016,No
251,649,Visa,Debit,4827129780511983,03/2024,941,YES,1,$8280,01/2010,2010,No
2105,649,Discover,Credit,6267383831462523,12/2012,640,YES,1,$0,03/2006,2008,No
4191,649,Visa,Debit (Prepaid),4111624635847209,02/2007,918,YES,1,$72,08/2006,2011,No
4345,1486,Visa,Credit,4832062433813256,06/2020,469,YES,1,$9600,08/2010,2011,No
1138,1744,Discover,Credit,6093726906729137,11/2024,528,YES,2,$10000,02/2008,2011,No
4209,1744,Mastercard,Debit,5842473997881247,03/2024,157,YES,1,$10025,08/2007,2010,No
133,1744,Mastercard,Debit,5802694499966898,12/2022,808,YES,1,$9777,01/2007,2009,No
1650,1272,Mastercard,Debit,5589068436851289,04/2021,771,YES,1,$8807,02/2020,2020,No
3776,400,Mastercard,Debit (Prepaid),5191871350541392,06/2018,642,YES,1,$92,07/2006,2008,No
3852,400,Mastercard,Credit,5615229543290163,05/2011,438,YES,1,$11400,07/2008,2014,No
3973,400,Mastercard,Debit,5484162566176355,11/2011,950,YES,2,$16687,07/2011,2011,No
2507,400,Mastercard,Debit,5220792086851068,05/2009,840,YES,2,$3974,04/2006,2011,No
5241,1994,Mastercard,Debit,5947340712205085,09/2016,43,YES,1,$23768,10/2011,2011,No
3974,1994,Mastercard,Debit (Prepaid),5978888711772678,08/2022,938,YES,1,$63,07/2011,2011,No
6032,1994,Visa,Credit,4290514131698271,12/2023,197,YES,1,$21600,12/2010,2010,No
2349,572,Visa,Debit,4204698331499701,03/2024,98,YES,1,$23157,03/2015,2015,No
1916,572,Visa,Debit (Prepaid),4867647786729305,02/2020,504,YES,2,$54,02/2020,2020,No
2650,1442,Mastercard,Debit,5370998800503323,06/2021,122,YES,2,$11986,04/2010,2015,No
5814,1853,Mastercard,Credit,5987609830796877,05/2022,619,YES,1,$12600,12/2004,2009,No
6043,1853,Mastercard,Debit,5693761531134263,02/2021,876,YES,2,$4340,12/2011,2012,No
1034,1853,Mastercard,Debit,5722400079160426,01/2024,357,NO,2,$8149,02/2004,2007,No
5654,556,Mastercard,Debit,5455392892256793,01/2023,356,YES,1,$23688,11/2011,2011,No
2,556,Mastercard,Debit,5889825928297675,09/2021,422,YES,1,$19948,01/1995,2011,No
1917,1960,Visa,Debit (Prepaid),4424096582531662,04/2021,325,NO,2,$69,02/2020,2020,No
4527,321,Visa,Credit,4284589688472750,05/2005,664,YES,1,$9400,09/2002,2006,No
293,321,Amex,Credit,324067922186663,08/2018,194,YES,1,$3300,01/2012,2012,No
35,321,Discover,Credit,6707808786309873,05/2011,449,YES,2,$11100,01/2003,2004,No
5755,321,Mastercard,Debit,5142952666869355,01/2024,376,YES,2,$23792,12/1998,2012,No
4364,483,Mastercard,Debit,5115060727983375,09/2020,594,YES,2,$13224,08/2011,2011,No
5369,483,Mastercard,Credit,5114764385128888,12/2004,380,YES,1,$10700,11/2001,2009,No
2121,483,Mastercard,Credit,5040568504566033,04/2024,96,YES,2,$13100,03/2006,2009,No
5219,404,Visa,Credit,4168726918316832,07/2024,482,YES,1,$10900,10/2010,2010,No
4346,1510,Visa,Credit,4529046868574613,11/2013,294,YES,1,$6600,08/2010,2011,No
1257,1510,Visa,Credit,4051609818366867,11/2011,795,YES,1,$11400,02/2010,2012,No
859,916,Visa,Debit,4521242827079498,03/2023,320,YES,1,$15847,01/2020,2020,No
860,916,Visa,Debit,4008657278264133,05/2020,196,YES,1,$13006,01/2020,2020,No
40,1635,Mastercard,Debit,5488012775349767,10/2008,697,YES,2,$5029,01/2003,2009,No
1309,1635,Visa,Credit,4029286233026672,09/2023,218,YES,2,$15000,02/2012,2012,No
6044,1635,Mastercard,Debit,5269354095711843,02/2021,905,YES,2,$14348,12/2011,2011,No
115,1635,Visa,Debit,4237044992015683,10/2022,443,YES,2,$24876,01/2006,2009,No
618,1635,Mastercard,Debit,5604394692366741,06/2024,406,YES,2,$13523,01/2020,2020,No
381,1635,Mastercard,Debit,5683839446492033,04/2023,587,YES,1,$21434,01/2019,2019,No
2535,1384,Mastercard,Debit,5274366987658812,05/2016,441,YES,1,$19206,04/2007,2011,No
5229,1384,Discover,Credit,6648294893325479,03/2014,949,YES,2,$15000,10/2011,2011,No
3723,1384,Visa,Debit,4025390379737737,02/2020,473,YES,2,$24617,07/2004,2006,No
3171,943,Discover,Credit,6208996174626373,02/2023,640,YES,2,$6600,05/2016,2016,No
5351,1236,Mastercard,Debit,5929990861229924,01/2024,459,YES,1,$4304,11/1997,2012,No
85,1236,Visa,Debit,4386430445774428,03/2019,555,YES,2,$1269,01/2005,2013,No
5815,1236,Mastercard,Debit,5108584140975701,06/2023,123,YES,1,$3458,12/2004,2013,No
4101,1236,Mastercard,Debit,5445062676850026,09/2022,337,NO,2,$6775,08/2001,2012,No
2369,1236,Visa,Credit,4788127455899674,01/2021,710,YES,1,$8800,03/2017,2017,No
6142,1236,Mastercard,Debit,5791756986936871,11/2024,196,YES,1,$12223,12/2019,2019,No
1918,969,Visa,Debit,4728777894194126,12/2020,480,YES,2,$13478,02/2020,2020,No
619,969,Mastercard,Debit,5935282226409440,11/2020,222,YES,1,$19578,01/2020,2020,No
861,969,Visa,Debit,4548788317386784,04/2024,930,YES,2,$2944,01/2020,2020,No
1651,508,Mastercard,Debit,5535009995730324,03/2023,63,YES,1,$20773,02/2020,2020,No
1652,508,Mastercard,Debit,5355589517294786,01/2022,850,YES,2,$24203,02/2020,2020,No
620,508,Mastercard,Debit (Prepaid),5058598107512732,07/2020,451,YES,2,$98,01/2020,2020,No
3428,496,Mastercard,Debit,5432833513022597,11/2020,312,YES,2,$2727,06/2009,2014,No
4517,496,Amex,Credit,317569527961909,03/2023,740,YES,2,$6800,09/2002,2002,No
3186,496,Visa,Debit,4602655731592723,03/2019,673,YES,1,$22516,05/2016,2016,No
5806,496,Discover,Credit,6399050710218197,12/2021,413,YES,2,$11500,12/2004,2009,No
5176,450,Visa,Debit,4302881392511495,12/2021,79,NO,2,$15214,10/2009,2010,No
862,450,Visa,Debit,4417073426918706,12/2024,403,YES,2,$23687,01/2020,2020,No
4192,450,Visa,Debit,4672018031116294,11/2021,314,YES,1,$18048,08/2006,2007,No
5634,1753,Visa,Debit,4613268743262267,03/2020,131,YES,1,$25102,11/2010,2014,No
2987,304,Visa,Debit,4353880576731238,01/2022,425,YES,2,$13773,05/2008,2008,No
4365,304,Mastercard,Debit,5199593781302958,05/2021,864,YES,1,$12892,08/2011,2011,No
5667,839,Amex,Credit,359230628127716,05/2019,198,YES,2,$6600,11/2012,2012,No
3187,839,Visa,Debit,4661359494660870,04/2024,259,YES,2,$25650,05/2016,2016,No
4725,839,Mastercard,Debit,5995510727358219,06/2020,873,YES,2,$37192,09/2009,2010,No
4608,138,Mastercard,Debit,5243935173726742,04/2021,608,YES,1,$5779,09/2006,2014,No
2820,138,Visa,Debit,4036369476300576,08/2023,682,YES,1,$13325,05/2001,2011,No
5422,138,Amex,Credit,344071694724842,01/2023,346,YES,1,$4000,11/2005,2009,No
2807,138,Amex,Credit,323444546475230,02/2023,788,YES,1,$6900,05/2000,2012,No
4912,43,Mastercard,Debit,5971471233715173,10/2023,760,YES,1,$35702,09/2017,2017,No
1416,43,Amex,Credit,332244260422916,08/2024,240,YES,1,$13200,02/2020,2020,No
5740,43,Visa,Credit,4190991721490115,03/2020,326,YES,2,$21700,11/2018,2018,No
863,43,Visa,Credit,4919539941598159,08/2020,561,NO,1,$13700,01/2020,2020,No
864,1187,Visa,Debit,4354373957390483,10/2020,188,YES,1,$24389,01/2020,2020,No
2385,1187,Mastercard,Debit (Prepaid),5874661434134402,02/2020,293,YES,2,$74,03/2019,2019,No
91,1187,Amex,Credit,307297025936750,12/2020,918,YES,1,$12100,01/2006,2011,No
5121,849,Mastercard,Debit,5850811144559937,11/2022,655,YES,1,$16640,10/2008,2009,No
3477,849,Mastercard,Debit,5311017800546224,09/2013,133,YES,1,$14889,06/2010,2011,No
3823,849,Visa,Debit,4944351254118665,06/2021,741,YES,1,$19080,07/2007,2010,No
3169,654,Visa,Credit,4589986776113951,10/2023,678,NO,2,$7600,05/2015,2015,No
5352,1898,Mastercard,Debit,5625758363027280,03/2023,881,YES,2,$14525,11/1997,2014,No
1068,1898,Visa,Debit,4045049141463000,02/2020,604,YES,1,$15636,02/2005,2014,No
5122,1898,Mastercard,Debit,5751381604807658,08/2023,244,YES,2,$13296,10/2008,2016,No
4543,1898,Visa,Credit,4307225452598898,03/2023,672,NO,2,$10100,09/2003,2011,No
2423,1898,Visa,Debit,4632658313488911,09/2024,732,NO,1,$36412,04/2001,2007,No
4566,1971,Visa,Debit,4328249998295607,11/2023,853,YES,1,$4589,09/2004,2012,No
3293,1971,Mastercard,Debit,5670267603066033,02/2020,875,YES,1,$17474,06/2005,2015,No
406,1020,Amex,Credit,375947824371679,05/2024,928,YES,1,$12000,01/2020,2020,No
1417,1020,Amex,Credit,354491217269737,02/2020,772,YES,1,$16900,02/2020,2020,No
1224,1020,Mastercard,Debit,5295246280473124,07/2023,117,YES,1,$26277,02/2010,2010,No
2728,1020,Mastercard,Debit,5716337574011958,02/2020,231,YES,1,$26317,04/2014,2014,No
4062,22,Visa,Credit,4568990237174716,01/2022,624,YES,2,$13600,07/2017,2017,No
1653,436,Mastercard,Debit,5729297445419728,08/2024,288,NO,2,$21540,02/2020,2020,No
1342,1823,Mastercard,Debit,5395349112538164,03/2020,34,YES,1,$37468,02/2014,2014,No
5177,1823,Visa,Debit,4686195455656898,04/2021,292,NO,1,$27864,10/2009,2012,No
3638,1823,Visa,Debit (Prepaid),4553257553445993,02/2020,55,NO,1,$65,06/2018,2018,No
4048,1823,Visa,Debit,4597236520104139,03/2020,389,YES,1,$31842,07/2016,2016,No
3244,1823,Visa,Credit,4206248084502476,03/2020,545,YES,2,$14900,06/2002,2011,No
3201,1823,Visa,Credit,4907569031158213,08/2024,170,YES,2,$12400,05/2018,2018,No
5242,589,Mastercard,Debit,5847682490938899,12/2020,383,YES,2,$14094,10/2011,2018,No
4497,589,Mastercard,Debit,5025895057524839,01/2021,367,YES,1,$8962,09/1999,2011,No
2277,49,Mastercard,Debit,5746888458694762,02/2018,646,YES,1,$15510,03/2011,2011,No
3061,49,Mastercard,Debit,5463153984541850,06/2024,13,YES,1,$20311,05/2010,2012,No
3955,49,Visa,Debit,4655468499465057,09/2023,303,YES,1,$13492,07/2010,2010,No
1654,1350,Mastercard,Debit,5557084446860843,02/2022,77,YES,2,$10015,02/2020,2020,No
4257,1525,Mastercard,Debit (Prepaid),5842764862143149,12/2023,478,YES,1,$77,08/2008,2009,No
1077,1525,Amex,Credit,316712270679687,05/2022,946,YES,1,$8200,02/2006,2016,No
3853,1525,Mastercard,Debit (Prepaid),5095132989101394,10/2019,88,YES,2,$50,07/2008,2008,No
4726,1525,Mastercard,Debit,5501198442764705,09/2010,847,YES,1,$297,09/2009,2009,No
5493,69,Mastercard,Credit,5542688229083627,12/2022,439,YES,1,$9300,11/2007,2014,No
2062,69,Mastercard,Debit,5859732793534498,06/2023,348,YES,2,$24425,03/2004,2006,No
252,69,Visa,Credit,4565836303791159,09/2021,441,YES,2,$3900,01/2010,2010,No
2514,69,Visa,Debit,4952248755072919,04/2020,398,YES,1,$21098,04/2006,2009,No
5253,69,Visa,Credit,4550312126148406,01/2020,957,YES,1,$10800,10/2011,2013,No
3294,69,Mastercard,Debit,5707448794545768,06/2024,39,YES,2,$6817,06/2005,2016,No
62,234,Visa,Credit,4651180699756033,02/2024,460,YES,1,$12600,01/2004,2011,No
5370,234,Mastercard,Debit (Prepaid),5896780709526638,11/2010,903,NO,1,$42,11/2001,2004,No
5861,234,Mastercard,Credit,5888879465203741,12/2009,88,YES,2,$6400,12/2006,2009,No
4799,234,Visa,Credit,4618393100129362,07/2020,775,YES,1,$9800,09/2010,2011,No
2052,234,Visa,Debit,4081263773546457,07/2023,64,YES,1,$4750,03/2003,2011,No
5178,234,Visa,Debit,4321384766522664,08/2021,682,NO,2,$6532,10/2009,2009,No
2355,608,Mastercard,Debit,5446273979485247,11/2022,233,YES,1,$1044,03/2016,2016,No
2278,608,Mastercard,Debit,5521214390191681,09/2018,672,YES,1,$746,03/2011,2011,No
1655,608,Mastercard,Debit (Prepaid),5098538543569884,02/2020,816,YES,1,$61,02/2020,2020,No
5494,1064,Mastercard,Debit (Prepaid),5791031552039031,10/2008,655,YES,2,$58,11/2007,2015,No
4567,374,Visa,Debit,4340110703036077,05/2022,710,YES,1,$18771,09/2004,2009,No
5100,374,Visa,Debit,4892346599778032,01/2023,219,YES,1,$17108,10/2007,2007,No
1919,374,Visa,Debit,4202710228630182,10/2023,579,YES,1,$12446,02/2020,2020,No
3791,374,Visa,Credit,4300760560641973,01/2021,406,YES,1,$8200,07/2006,2013,No
2569,374,Mastercard,Debit,5166839761897522,05/2022,983,YES,2,$7081,04/2008,2010,No
1358,286,Mastercard,Debit,5601172841459295,02/2024,29,YES,1,$23009,02/2015,2015,No
6092,286,Visa,Debit,4657379115764717,11/2017,578,YES,2,$17973,12/2013,2013,No
4450,286,Mastercard,Debit,5843688837981178,10/2023,880,YES,1,$12254,08/2015,2015,No
4782,286,Mastercard,Debit,5928230249203938,08/2022,212,YES,1,$20799,09/2010,2010,No
2463,1419,Mastercard,Debit,5809172741821189,03/2021,282,YES,2,$27320,04/2004,2008,No
4840,1435,Visa,Debit,4372566654697981,09/2023,83,YES,2,$34818,09/2012,2012,No
2360,1435,Visa,Debit,4789580361652931,10/2020,216,YES,2,$38837,03/2016,2016,No
4294,1435,Mastercard,Credit,5427161135500744,03/2024,304,YES,2,$23500,08/2009,2020,No
1343,1683,Mastercard,Debit,5688998474789359,06/2020,292,YES,1,$13014,02/2014,2014,No
5044,1683,Amex,Credit,314195561633807,05/2023,296,YES,2,$5500,10/2006,2017,No
4697,1683,Visa,Debit,4635941322761456,03/2020,691,YES,2,$5949,09/2008,2008,No
4698,727,Visa,Credit,4379930917559486,11/2023,210,YES,2,$10700,09/2008,2010,No
3808,727,Mastercard,Debit,5215692889951889,04/2022,134,YES,1,$12451,07/2007,2008,No
1920,727,Visa,Credit,4751378907766314,04/2024,254,YES,2,$6700,02/2020,2020,No
4295,727,Mastercard,Debit,5252574971670597,04/2018,920,YES,1,$19086,08/2009,2011,No
2665,727,Visa,Credit,4116639367344725,05/2021,923,YES,2,$9700,04/2010,2016,No
5896,1150,Mastercard,Credit,5974021114272858,09/2008,886,YES,2,$17200,12/2007,2010,No
4672,1150,Mastercard,Debit,5770382684241108,06/2015,832,YES,2,$29486,09/2008,2008,No
1225,1150,Mastercard,Credit,5587070999180300,04/2023,335,YES,2,$9700,02/2010,2011,No
4856,1150,Mastercard,Debit,5768399039617120,07/2022,221,YES,2,$20111,09/2013,2013,No
2551,1150,Visa,Credit,4320443111658308,10/2021,613,YES,1,$13200,04/2007,2014,No
4484,332,Visa,Debit,4400145099296126,07/2020,57,YES,1,$29728,08/2019,2019,No
5816,332,Mastercard,Credit,5516802254742641,10/2024,160,NO,1,$7900,12/2004,2012,No
1198,332,Visa,Debit,4673279351880301,07/2023,339,YES,2,$12106,02/2009,2009,No
253,332,Visa,Debit,4680771406185126,01/2013,913,YES,1,$7452,01/2010,2018,No
1656,487,Mastercard,Debit,5459374115989094,07/2021,582,YES,1,$28281,02/2020,2020,No
2835,487,Visa,Credit,4217570056214862,11/2013,636,YES,2,$11400,05/2002,2014,No
2024,487,Mastercard,Debit,5514653687166060,08/2024,70,YES,1,$28790,03/2001,2009,No
2007,735,Visa,Credit,4914564671433884,03/2010,700,YES,1,$15700,03/1997,2013,No
5431,735,Mastercard,Debit,5436863739232627,09/2023,303,YES,1,$34075,11/2005,2008,No
4651,735,Visa,Credit,4986982616793595,04/2012,992,YES,2,$18600,09/2007,2008,No
1335,137,Amex,Credit,315776046694876,05/2024,574,YES,2,$9700,02/2014,2014,No
5442,137,Visa,Debit,4578702900762730,09/2022,433,YES,2,$13352,11/2005,2012,No
6114,137,Visa,Debit,4168082636728790,03/2024,528,YES,1,$28179,12/2015,2015,No
5897,570,Mastercard,Debit,5407444040414986,01/2024,334,YES,1,$19132,12/2007,2014,No
4063,1121,Visa,Debit,4948136387572248,10/2019,49,YES,1,$31535,07/2017,2017,No
1372,1121,Mastercard,Debit,5629988786276968,01/2018,537,YES,1,$51951,02/2017,2017,No
5511,1121,Visa,Credit,4323924929422769,09/2020,171,YES,1,$23400,11/2007,2008,No
5817,1121,Mastercard,Debit,5002267521388916,08/2020,143,YES,2,$4130,12/2004,2015,No
3777,1121,Mastercard,Credit,5458395445867294,10/2011,347,YES,1,$11500,07/2006,2010,No
4920,860,Visa,Credit,4642731433732483,09/2020,661,YES,2,$22100,09/2018,2018,No
5412,860,Mastercard,Debit,5511755355725125,11/2010,644,YES,1,$34722,11/2004,2010,No
3534,860,Visa,Debit,4695286118783923,12/2011,601,YES,1,$21885,06/2011,2011,No
5782,860,Mastercard,Debit,5505577705152118,07/2020,828,YES,2,$39870,12/2002,2003,No
5733,518,Visa,Credit,4464546125723807,07/2021,2,YES,2,$5900,11/2017,2017,No
3429,1203,Mastercard,Debit (Prepaid),5640678853508823,03/2023,57,YES,2,$70,06/2009,2009,No
2302,944,Mastercard,Debit,5863955184387781,03/2023,881,YES,2,$66930,03/2012,2012,No
372,944,Mastercard,Debit,5795522328185876,05/2020,134,YES,2,$72274,01/2018,2018,No
2828,944,Mastercard,Debit,5043143066698540,09/2020,288,YES,2,$130971,05/2002,2010,No
1921,944,Visa,Debit,4313972060102096,11/2024,601,YES,1,$52717,02/2020,2020,No
3500,944,Visa,Credit,4582418773157215,12/2021,935,NO,1,$25500,06/2010,2012,No
5550,944,Visa,Debit,4081497493570328,10/2017,60,YES,2,$42541,11/2008,2012,No
1657,388,Mastercard,Debit,5683216868250723,04/2022,563,NO,1,$5456,02/2020,2020,No
5692,388,Visa,Debit,4183750300220988,04/2014,371,NO,1,$12606,11/2013,2013,No
3975,741,Mastercard,Debit,5761918360234631,08/2020,174,YES,2,$20174,07/2011,2011,No
6007,1737,Mastercard,Debit,5406672659038258,01/2023,826,YES,1,$20090,12/2010,2011,No
1096,1737,Visa,Debit,4840352039939042,03/2021,40,YES,1,$11906,02/2006,2009,No
3618,1737,Mastercard,Debit,5967723936818875,01/2022,556,YES,1,$27888,06/2017,2017,No
5756,1737,Mastercard,Debit,5371022252715957,04/2024,192,YES,1,$24132,12/1998,2008,No
3319,1709,Mastercard,Debit,5109330727953243,12/2023,947,YES,2,$13461,06/2006,2010,No
5478,1018,Amex,Credit,302982223076555,08/2009,303,NO,1,$9900,11/2007,2009,No
2393,1018,Mastercard,Debit,5675018091828270,11/2009,920,YES,2,$4252,04/1994,2019,No
3022,1018,Visa,Credit,4299407178052848,12/2020,725,YES,2,$9800,05/2009,2011,No
4077,1018,Mastercard,Debit,5605185522594083,07/2019,357,YES,2,$16732,07/2019,2019,No
1922,1018,Visa,Debit,4564887957887151,01/2023,17,YES,1,$13609,02/2020,2020,No
5970,1018,Mastercard,Debit,5565606559185997,05/2013,576,YES,2,$17804,12/2009,2009,No
3911,275,Visa,Credit,4348372675855427,05/2023,727,YES,2,$6200,07/2009,2010,No
63,275,Visa,Debit,4651206649559689,04/2023,125,YES,1,$30891,01/2004,2011,No
2769,275,Mastercard,Debit,5348564290163186,01/2024,732,YES,1,$31873,04/2017,2017,No
3036,275,Amex,Credit,325342510254113,07/2024,179,YES,2,$15600,05/2010,2019,No
3893,1367,Mastercard,Debit (Prepaid),5008439256687405,12/2022,26,YES,1,$110,07/2009,2012,No
2053,1367,Visa,Debit,4422286262403261,05/2024,81,YES,2,$17405,03/2003,2003,No
865,1367,Visa,Debit (Prepaid),4249622290515029,12/2022,435,YES,2,$58,01/2020,2020,No
4643,1367,Mastercard,Credit,5556924127105785,10/2011,777,YES,1,$9200,09/2007,2007,No
1923,1965,Visa,Credit,4092157051011106,02/2020,223,YES,2,$11200,02/2020,2020,No
4917,284,Mastercard,Debit,5131900662646656,12/2018,352,YES,1,$23206,09/2018,2018,No
4347,284,Visa,Debit,4779183477104256,04/2020,0,YES,2,$35684,08/2010,2012,No
5726,284,Mastercard,Debit (Prepaid),5792924047685794,11/2016,384,NO,1,$76,11/2016,2016,No
86,284,Visa,Debit,4529536293051711,07/2023,124,YES,2,$18270,01/2005,2011,No
2931,79,Mastercard,Debit,5142418384827692,12/2020,69,YES,2,$6588,05/2007,2011,No
2671,79,Amex,Credit,352313983770185,03/2021,46,YES,2,$12200,04/2011,2011,No
1924,79,Visa,Debit,4636375740619751,09/2022,747,YES,1,$23083,02/2020,2020,No
5569,79,Mastercard,Debit,5923792663677656,02/2022,585,YES,1,$21497,11/2009,2009,No
3320,1515,Mastercard,Debit (Prepaid),5823790653455975,02/2021,850,YES,3,$29,06/2006,2012,No
5199,1515,Mastercard,Debit,5300232902137599,07/2022,711,YES,2,$20165,10/2010,2012,No
5557,1515,Discover,Credit,6237354607435107,05/2022,959,YES,2,$16300,11/2009,2011,No
5558,1515,Discover,Credit,6374995163580888,03/2020,743,YES,1,$11100,11/2009,2010,No
2336,1515,Visa,Credit,4780949143263441,08/2023,540,YES,2,$7700,03/2014,2014,No
3712,1934,Mastercard,Credit,5150069202644467,01/2023,263,YES,2,$6000,07/2004,2010,No
1658,9,Mastercard,Debit,5564349746173182,04/2023,547,YES,1,$2049,02/2020,2020,No
1418,9,Amex,Credit,326339433819854,12/2022,719,NO,1,$7600,02/2020,2020,No
621,9,Mastercard,Debit,5172118224009293,01/2024,934,YES,1,$14670,01/2020,2020,No
4431,1964,Mastercard,Credit,5124729225452111,01/2017,871,YES,2,$11600,08/2014,2014,No
2752,1964,Visa,Debit,4066451880192964,04/2016,9,YES,1,$14960,04/2015,2015,No
2508,1964,Mastercard,Credit,5534545928651524,09/2021,779,YES,2,$9600,04/2006,2015,No
5898,1964,Mastercard,Debit,5316533998904069,10/2020,61,YES,2,$17367,12/2007,2007,No
3321,982,Mastercard,Debit,5809911164005512,04/2013,820,YES,1,$21358,06/2006,2010,No
3824,982,Visa,Credit,4354830180585460,09/2022,729,YES,1,$16900,07/2007,2010,No
3713,982,Mastercard,Credit,5974259705472551,09/2022,587,YES,2,$8500,07/2004,2009,No
4699,982,Visa,Debit,4793775442106825,04/2013,996,YES,1,$28431,09/2008,2008,No
1148,1676,Mastercard,Debit,5571882432332667,07/2020,838,YES,2,$77,02/2008,2016,No
134,1676,Mastercard,Debit,5828285674944288,08/2024,192,YES,1,$17360,01/2007,2010,No
5158,1676,Mastercard,Debit,5480672627250008,09/2021,129,YES,2,$4055,10/2009,2017,No
1020,1519,Mastercard,Debit,5052440378992955,09/2023,144,YES,2,$14216,02/2003,2010,No
2452,1519,Visa,Debit,4009658209741631,12/2023,357,NO,2,$19037,04/2003,2011,No
4210,1519,Mastercard,Debit,5195329982261769,01/2020,148,YES,1,$16028,08/2007,2011,No
2476,1519,Discover,Credit,6106487579112176,08/2010,762,YES,1,$14200,04/2005,2011,No
4626,1098,Visa,Debit,4587822219584718,07/2023,49,YES,1,$12640,09/2006,2009,No
2253,1098,Mastercard,Debit,5547459880579017,02/2020,116,YES,2,$16868,03/2010,2010,No
1320,1098,Mastercard,Debit,5740589965857604,11/2022,40,YES,1,$11121,02/2013,2013,No
5179,1098,Visa,Credit,4374571351357853,10/2020,674,YES,1,$10000,10/2009,2010,No
2424,554,Visa,Debit (Prepaid),4356014925676102,07/2020,139,YES,2,$56,04/2001,2011,No
